Subject,Age_Month,Stimuli,Types,Correct,Repeated,Group,VMA,Raven,Sex
Subject 52 Typically developing children,101,24,Structural,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,28,Structural,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,36,Structural,VRAI,0,Typically developing children,92-103,113,M
Subject 52 Typically developing children,101,40,Structural,VRAI,0,Typically developing children,92-103,113,M
Subject 53 Typically developing children,116,1,Existential,VRAI,1,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,5,Existential,VRAI,1,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,9,Existential,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,13,Existential,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,17,Existential,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,21,Existential,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,25,Existential,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,29,Existential,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,33,Existential,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,37,Existential,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,2,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,6,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,10,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,14,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,18,Factive,VRAI,1,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,22,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,26,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,30,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,34,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,38,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,3,Lexical,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,7,Lexical,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,11,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,19,Lexical,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,23,Lexical,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,27,Lexical,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,31,Lexical,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,35,Factive,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,39,Lexical,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,4,Structural,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,8,Structural,VRAI,1,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,12,Structural,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,16,Structural,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,20,Structural,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,24,Structural,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,28,Structural,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,36,Structural,VRAI,0,Typically developing children,104-115,115,M
Subject 53 Typically developing children,116,40,Structural,FAUX,0,Typically developing children,104-115,115,M
Subject 54 Typically developing children,117,1,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,5,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,9,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,13,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,17,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,21,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,25,Existential,FAUX,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,29,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,33,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,37,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,2,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,6,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,10,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,14,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,18,Factive,FAUX,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,22,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,26,Factive,FAUX,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,30,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,34,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,38,Factive,FAUX,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,3,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,7,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,11,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,19,Lexical,VRAI,2,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,23,Lexical,FAUX,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,27,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,31,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,35,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,39,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,4,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,8,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,12,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,16,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,20,Structural,FAUX,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,24,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,28,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,36,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 54 Typically developing children,117,40,Structural,FAUX,0,Typically developing children,128-144,109,F
Subject 55 Typically developing children,87,1,Existential,FAUX,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,5,Existential,VRAI,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,9,Existential,VRAI,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,13,Existential,VRAI,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,17,Existential,VRAI,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,21,Existential,VRAI,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,25,Existential,VRAI,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,29,Existential,FAUX,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,33,Existential,FAUX,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,37,Existential,VRAI,0,Typically developing children,68-79,81,F
Subject 55 Typically developing children,87,2,Factive,FAUX,0,Typically developing children,68-79,81,F
